402466.28662112175	4132961.0234471285	0
402466.355300932	4132961.368837449	0
402466.42106631235	4132961.698846909	0
402466.4811554234	4132962.000513169	0
402466.55387881154	4132962.3654576256	0
402466.61766054947	4132962.685640424	0
402466.69740298204	4132963.085840318	0
402466.75894167944	4132963.3947277996	0
402466.83715823025	4132963.7873898456	0
402466.90792849567	4132964.14269838	0
402466.97065737756	4132964.4576474163	0
402467.03346255166	4132964.7727642977	0
402467.11898806546	4132965.2020016625	0
402467.1959381377	4132965.5882321303	0
402467.2751159941	4132965.9856472905	0
402467.3366241746	4132966.2943860013	0
402467.4021606737	4132966.6233731234	0
402467.4687958039	4132966.9579449617	0
402467.5366974152	4132967.298811051	0
402467.604019194	4132967.63666353	0
402467.6738281538	4132967.9869976956	0
402467.74493410916	4132968.343717667	0
402467.81253054587	4132968.682996841	0
402467.8851166043	4132969.0474835355	0
402467.9597778612	4132969.4221707284	0
402468.02949526755	4132969.7719784714	0
402468.09979250835	4132970.124876114	0
402468.1707458778	4132970.4809475853	0
402468.2362976365	4132970.810140701	0
402468.313369778	4132971.1970578134	0
402468.4001312547	4132971.6324826237	0
402468.4845581345	4132972.0564557044	0
402468.5626220994	4132972.448110672	0
402468.6378784469	4132972.8258954026	0
402468.71205141966	4132973.1799679724	0
402468.7772522244	4132973.5198803856	0
402468.82098391396	4132973.85185823	0
402468.87301638606	4132974.1821347205	0
402468.93771365075	4132974.529836748	0
402469.0062561312	4132974.8904629652	0
402469.07363894314	4132975.253095721	0
402469.1509094519	4132975.682500931	0
402469.2148742953	4132976.044225785	0
402469.27354434005	4132976.3761883695	0
402469.33349612186	4132976.713316054	0
402469.38894656167	4132977.0233288766	0
402469.4485931671	4132977.3559857355	0
402469.50476077123	4132977.669134232	0
402469.5795746142	4132978.086408709	0
402469.6536102567	4132978.4998150757	0
402469.7436981482	4132979.003446672	0
402469.8086853307	4132979.36672792	0
402469.88806155184	4132979.810346695	0
402469.9520111368	4132980.1747342064	0
402470.01699831866	4132980.5211239783	0
402470.07696535916	4132980.8428555424	0
402470.148620634	4132981.239248369	0
402470.2088623337	4132981.5738278334	0
402470.2882385527	4132982.013441177	0
402470.35519411997	4132982.3828717195	0
402470.4250641158	4132982.767644974	0
402470.5007782273	4132983.1843548724	0
402470.5785827916	4132983.6128216716	0
402470.6576080612	4132984.0484448406	0
402470.7357025426	4132984.4788800166	0
402470.8148041052	4132984.915060137	0
402470.8938293736	4132985.3508206336	0
402470.9738769821	4132985.7917843782	0
402471.05690005224	4132986.2494488694	0
402471.12289431493	4132986.613134473	0
402471.1809387499	4132986.9329739525	0
402471.2617035203	4132987.3781414954	0
402471.3256073272	4132987.7304058964	0
402471.3862152392	4132988.0644436777	0
402471.44522097474	4132988.40087709	0
402471.5239868446	4132988.8181363074	0
402471.5885010052	4132989.1411648723	0
402471.67408755247	4132989.592908948	0
402471.7720947552	4132990.1221219	0
402471.84973147383	4132990.541662306	0
402471.92916872894	4132990.968923659	0
402472.0072174354	4132991.386472793	0
402472.08857729763	4132991.820806591	0
402472.16877749504	4132992.2490521413	0
402472.2530975632	4132992.699895948	0
402472.3330230983	4132993.127508254	0
402472.39508059376	4132993.4597836467	0
402472.4683227818	4132993.8518124553	0
402472.5406647017	4132994.2388287485	0
402472.6082916538	4132994.60059175	0
402472.66575625347	4132994.908155534	0
402472.7452698038	4132995.3335705707	0
402472.8595428758	4132995.94484529	0
402472.9225616746	4132996.282125564	0
402472.9959564481	4132996.6748715388	0
402473.0565338425	4132996.9989987314	0
402473.1156158739	4132997.3151608435	0
402473.19587710354	4132997.7445660555	0
402473.29740908556	4132998.2878399803	0
402473.3943329133	4132998.806509109	0
402473.4509430214	4132999.1092816303	0
402473.5065918255	4132999.4070569	0
402473.6019745162	4132999.9173489516	0
402473.69573977357	4133000.418996903	0
402473.7895965847	4133000.921148391	0
402473.8844147016	4133001.428297134	0
402473.97967532004	4133001.9379254277	0
402474.0728912626	4133002.4367199857	0
402474.16629031074	4133002.9363461453	0
402474.22453310987	4133003.248022172	0
402474.3045501981	4133003.6761151254	0
402474.3984375282	4133004.1783505375	0
402474.5029144558	4133004.73741731	0
402474.61315920844	4133005.3274975754	0
402474.6790161404	4133005.6797619816	0
402474.74456789816	4133006.0307522747	0
402474.82487490604	4133006.4656811683	0
402474.89155581436	4133006.829244705	0
402474.95890810975	4133007.1953488304	0
402475.0391083034	4133007.6278973543	0
402475.1483307165	4133008.2134076064	0
402475.21551516553	4133008.5760632483	0
402475.28575137036	4133008.9584561298	0
402475.3676910675	4133009.4084301926	0
402475.47483828454	4133009.9937573387	0
402475.54228213185	4133010.358083817	0
402475.6074676799	4133010.708257767	0
402475.67836001364	4133011.0869580247	0
402475.7740173632	4133011.605688184	0
402475.8405151651	4133011.96854219	0
402475.9631500531	4133012.6280346857	0
402476.08445742563	4133013.2672787616	0
402476.212707547	4133013.938436599	0
402476.3334350863	4133014.576963515	0
402476.4066620152	4133014.9689312885	0
402476.4988708769	4133015.4721280048	0
402476.5644226356	4133015.837370011	0
402476.62640383723	4133016.1870938255	0
402476.7144623074	4133016.69586	0
402476.77424624405	4133017.0439053504	0
402476.84271243104	4133017.4348965604	0
402476.94618227973	4133018.003965469	0
402477.0607757843	4133018.641904922	0
402477.15371706965	4133019.173948381	0
402477.2172546667	4133019.544866654	0
402477.27403262176	4133019.888776872	0
402477.3380584997	4133020.26891908	0
402477.3899994185	4133020.5716610863	0
402477.4431152636	4133020.8734570467	0
402477.50935366546	4133021.2583294827	0
402477.5996551798	4133021.6997281024	0
402477.70787051163	4133022.2145138737	0
402477.7865295686	4133022.636983961	0
402477.86647036433	4133023.0674115154	0
402477.9257812787	4133023.3869381878	0
402477.98533633084	4133023.706693742	0
402478.041717558	4133024.0102978675	0
402478.10221865505	4133024.333166214	0
402478.18212893326	4133024.7591687157	0
402478.2595215121	4133025.170652481	0
402478.3346252719	4133025.5647946293	0
402478.41409304494	4133025.9793759333	0
402478.47030642524	4133026.277479264	0
402478.55242922634	4133026.7167340238	0
402478.6137085235	4133027.0507412865	0
402478.69895937917	4133027.506948562	0
402478.7768097203	4133027.84506807	0
402478.85556033056	4133028.2125988905	0
402478.9128876018	4133028.5100079477	0
402478.9838562304	4133028.8886853172	0
402479.0511322295	4133029.239927382	0
402479.11235049134	4133029.536466689	0
402479.2019653607	4133029.961698624	0
402479.2831878947	4133030.349607558	0
402479.3768615999	4133030.810163588	0
402479.4538574508	4133031.1881695716	0
402479.53068545356	4133031.5572949355	0
402479.5920105263	4133031.85993776	0
402479.67768862634	4133032.2562695434	0
402479.7359924595	4133032.565916149	0
402479.79331973125	4133032.9032879793	0
402479.852874783	4133033.214307875	0
402479.9159088417	4133033.536542982	0
402479.97792056133	4133033.8576184204	0
402480.05471804563	4133034.21676454	0
402480.1308441435	4133034.5724774264	0
402480.2059784221	4133034.948118302	0
402480.2805786423	4133035.32726869	0
402480.3604736603	4133035.749754047	0
402480.4426269813	4133036.2011853145	0
402480.5247345257	4133036.6610089247	0
402480.6174927039	4133037.144208997	0
402480.7154083523	4133037.6232892005	0
402480.78276064916	4133037.955732433	0
402480.8417969036	4133038.2551556537	0
402480.899810818	4133038.563779921	0
402480.96705630276	4133038.945783708	0
402481.0263366972	4133039.308500381	0
402481.08216860663	4133039.6422100947	0
402481.15402224427	4133040.038801286	0
402481.2352295196	4133040.4583264305	0
402481.3398437791	4133040.990385144	0
402481.39678957936	4133041.2888928372	0
402481.46060183534	4133041.643125626	0
402481.514984159	4133041.9532757713	0
402481.6083069121	4133042.4815045306	0
402481.6690521525	4133042.810697646	0
402481.7441406534	4133043.208341689	0
402481.80653384194	4133043.532957167	0
402481.9173584269	4133044.1043835594	0
402482.0031280796	4133044.5750561673	0
402482.06459048163	4133044.92280397	0
402482.12951662974	4133045.284528822	0
402482.2449951447	4133045.9169751136	0
402482.337921171	4133046.41483888	0
402482.4010925584	4133046.7478772113	0
402482.4835357951	4133047.184782119	0
402482.5515594766	4133047.5626355135	0
402482.6242065721	4133047.981107801	0
402482.7112732206	4133048.490675063	0
402482.7653503705	4133048.8015576308	0
402482.8404541303	4133049.2253399817	0
402482.93313601543	4133049.7190991365	0
402483.02902224596	4133050.1912671053	0
402483.09887698217	4133050.5654126112	0
402483.1774750034	4133051.011961073	0
402483.22903445095	4133051.3096447876	0
402483.28633120464	4133051.6318951547	0
402483.3569183631	4133052.0126629765	0
402483.45294192276	4133052.529493424	0
402483.5216675077	4133052.898099992	0
402483.5919800075	4133053.28295717	0
402483.64799502434	4133053.597074597	0
402483.7022552763	4133053.904691785	0
402483.7767029098	4133054.3206311166	0
402483.8673401149	4133054.8087292626	0
402483.97529604856	4133055.343259901	0
402484.04673769866	4133055.6940136882	0
402484.1442108437	4133056.194715588	0
402484.2247619914	4133056.6427746722	0
402484.28681948653	4133056.995374773	0
402484.3627014435	4133057.4107800457	0
402484.4294281288	4133057.7354107844	0
402484.5027923855	4133058.0644513075	0
402484.59806826524	4133058.5030957176	0
402484.68518069235	4133058.947065444	0
402484.7607422148	4133059.3621655437	0
402484.8298797893	4133059.7678814856	0
402484.8853912626	4133060.075376602	0
402484.9723358444	4133060.4394513094	0
402485.05874636676	4133060.799757095	0
402485.136398343	4133061.16299257	0
402485.2070160196	4133061.519331068	0
402485.28013613715	4133061.895322889	0
402485.38395693805	4133062.3976117093	0
402485.4477844524	4133062.6994763343	0
402485.5237579622	4133063.064909072	0
402485.596588163	4133063.413267225	0
402485.67201235716	4133063.750516984	0
402485.73587039	4133064.0639477656	0
402485.7892914096	4133064.4153881944	0
402485.8641357711	4133064.816984266	0
402485.9552002243	4133065.255766005	0
402486.03619387606	4133065.6593914954	0
402486.0937195106	4133065.9618664677	0
402486.16984560835	4133066.3639813405	0
402486.24061587313	4133066.727247331	0
402486.30307009595	4133067.0493298494	0
402486.3638916294	4133067.3650036748	0
402486.44375613244	4133067.7683392474	0
402486.4986572539	4133068.129194355	0
402486.553024319	4133068.5034619262	0
402486.60755923315	4133068.8869000375	0
402486.6487732226	4133069.2536755544	0
402486.70233157027	4133069.615034193	0
402486.7507019336	4133069.9214764573	0
402486.8055572796	4133070.2530499427	0
402486.83071902225	4133070.574537366	0
402486.7846527382	4133070.929746718	0
402486.82528689416	4133071.246915911	0
402486.82508852903	4133071.567854017	0
402486.84378054633	4133071.9134961097	0
402486.82060244575	4133072.2139569237	0
402486.79510500934	4133072.5781079256	0
402486.7578583044	4133072.883314224	0
402486.73724368104	4133073.211256115	0
402486.7201996135	4133073.552641005	0
402486.69630434865	4133073.858488173	0
402486.67236330896	4133074.2198620746	0
402486.633148221	4133074.5835400512	0
402486.51231387095	4133074.9046917846	0
402486.4418487828	4133075.2118359497	0
402486.3712921422	4133075.5694256746	0
402486.23489382665	4133075.8657971346	0
402486.1488037381	4133076.2190533616	0
402486.01377871423	4133076.5117016737	0
402485.883529691	4133076.8222638075	0
402485.72726443206	4133077.1058941805	0
402485.58956911927	4133077.436018081	0
402485.38388064347	4133077.6890088045	0
402485.18714907666	4133077.923688984	0
402485.0175476356	4133078.1879101717	0
402484.80952456465	4133078.4377728417	0
402484.5989380174	4133078.6664868295	0
402484.41949465603	4133078.919767469	0
402484.1878967565	4133079.165891738	0
402483.9490661891	4133079.40034303	0
402483.7173919964	4133079.6484662006	0
402483.4815368927	4133079.895979017	0
402483.24572756817	4133080.1151410043	0
402483.006332426	4133080.2996045067	0
402482.7698211946	4133080.4922772367	0
402482.502471951	4133080.689954851	0
402482.23025515396	4133080.847364516	0
402481.9828949248	4133081.031324475	0
402481.6660766886	4133081.1723156907	0
402481.3964691441	4133081.325834363	0
402481.1022033983	4133081.4628430293	0
402480.8100281039	4133081.6061383192	0
402480.51068117935	4133081.7694683988	0
402480.2298279082	4133081.883268445	0
402479.9223022747	4133081.9864636385	0
402479.6289673127	4133082.061323257	0
402479.3381042759	4133082.164243788	0
